1,bbfa43ba-c1ef-4668-b32e-20af0b311c8e,D:\Programowanie\Python\CloudFerro\Downloads\bbfa43ba-c1ef-4668-b32e-20af0b311c8e.zip,
2,28a8a79d-0beb-4c25-8a08-aac706744b47,D:\Programowanie\Python\CloudFerro\Downloads\28a8a79d-0beb-4c25-8a08-aac706744b47.zip,
3,81386a7d-e14f-410c-9f17-a7f11135e3b4,D:\Programowanie\Python\CloudFerro\Downloads\81386a7d-e14f-410c-9f17-a7f11135e3b4.zip,
